Sale_ID	Store_ID	Product_ID	Customer_ID	Quantity	Amount	Sale_Date
1346	3	1051	6294	4	120	2024-07-07 00:00:00
1347	17	1049	7623	3	2700	2024-05-07 00:00:00
1348	12	1024	6472	3	2700	2024-09-09 00:00:00
1349	6	1024	7159	1	900	2024-07-28 00:00:00
1350	15	1060	5238	2	25	2024-01-16 00:00:00
1351	16	1011	8215	1	12.5	2024-11-16 00:00:00
1352	5	1013	8445	2	680	2024-11-26 00:00:00
1353	20	1091	6043	4	50	2024-07-10 00:00:00
1354	6	1072	8647	0	0	2024-10-12 00:00:00
1355	19	1074	6312	50	17000	2024-08-20 00:00:00
1356	5	1072	6616	2	25	2024-05-05 00:00:00
1357	3	1064	7244	3	2700	2024-04-01 00:00:00
1358	1	1020	7429	1	12.5	2024-12-11 00:00:00
1359	6	1072	8652	1	12.5	2024-05-17 00:00:00
1360	15	1073	6721	4	50	2024-03-15 00:00:00
1361	2	1071	8750	5	875	2024-04-28 00:00:00
1362	3	1078	6740	2	25	2024-12-30 00:00:00
1363	17	1028	6515	1	900	2024-03-10 00:00:00
1364	12	1002	7211	2	60	2024-10-11 00:00:00
1365	18	1043	7653	3	37.5	2024-01-22 00:00:00
1366	15	1008	6272	2		2024-10-26 00:00:00
1367	12	1013	8139	4	1360	2024-03-03 00:00:00
1368	16	1085	7902	3	37.5	2024-06-26 00:00:00
1369	8	1092	6044	3	525	2024-05-04 00:00:00
1370	14	1035	7878	2	60	2024-11-12 00:00:00
1371	17	1023	6535	4	50	2024-01-20 00:00:00
1372	6	1046	7644	4	700	2024-04-17 00:00:00
1373	8	1015	8461	2	25	2024-12-10 00:00:00
1374	15	1002	5535	2	60	2024-05-22 00:00:00
1375	14	1061	7158	0	0	2024-05-12 00:00:00
1376	18	1076	5948	1	175	2024-09-27 00:00:00
1377	20	1064	5862	2	1800	2024-01-11 00:00:00
1378	7	1052	7642	1	175	2024-02-02 00:00:00
1379	3	1036	8941	4	1360	2024-04-10 00:00:00
1380	12	1067	6021	0	0	2024-06-12 00:00:00
1381	6	1069	7507	2	25	2024-12-23 00:00:00
1382	3	1067	8149	2	25	2024-11-26 00:00:00
1383	20	1047	5433	4	50	2024-06-11 00:00:00
1384	14	1083	6403	1	12.5	2024-11-08 00:00:00
1385	15	1002	8723	4	120	2024-11-15 00:00:00
1386	14	1044	8511	2	680	2024-07-19 00:00:00
1387	7	1064	7935	3	2700	2024-03-15 00:00:00
1388	17	1081	5782	2	680	2024-08-24 00:00:00
1389	12	1078	8410	1	12.5	2024-02-02 00:00:00
1390	20	1028	5987	1	900	2024-03-31 00:00:00
1391	4	1091	8495	4	50	2024-11-13 00:00:00
1392	9	1054	5168	2	680	2024-10-29 00:00:00
1393	6	1074	5708	1	340	2024-04-03 00:00:00
1394	16	1067	5964	3	37.5	2024-11-12 00:00:00
1395	6	1036	8333	3	1020	2024-12-01 00:00:00
1396	6	1063	7774	0	0	2024-01-24 00:00:00
1397	2	1025	6602	5	4500	2024-07-11 00:00:00
1398	8	1086	5228	0	0	2024-11-26 00:00:00
1399	11	1048	6184	5	4500	2024-09-18 00:00:00
1400	13	1039	5426	1	175	2024-03-16 00:00:00
1401	17	1047	5121	2	25	2024-10-08 00:00:00
1402	8	1094	7196	4	700	2024-12-04 00:00:00
1403	6	1021	7899	1	175	2024-09-01 00:00:00
1404	18	1030	7752	1	12.5	2024-06-30 00:00:00
1405	18	1092	8814	2	350	2024-07-08 00:00:00
1406	14	1031	5110	5	875	2024-12-05 00:00:00
1407	15	1026	8728	3	525	2024-09-24 00:00:00
1408	6	1022	6244	4	50	2024-05-31 00:00:00
1409	11	1021	6927	1	175	2024-10-21 00:00:00
1410	13	1001	5063	0	0	2024-11-25 00:00:00
1411	1	1037	7685	6	75	2024-05-29 00:00:00
1412	6	1077	8801	1	175	2024-09-08 00:00:00
1413	9	1085	8867	1	12.5	2024-08-20 00:00:00
1414	8	1046	6377	2	350	2024-07-24 00:00:00
1415	11	1009	8545	2	350	2024-01-04 00:00:00
1416	19	1017	5908	2	25	2024-01-29 00:00:00
1417	9	1047	6771	1	12.5	2024-05-13 00:00:00
1418	17	1085	6508	6	75	2024-02-16 00:00:00
1419	12	1095	5012	0	0	2024-02-24 00:00:00
1420	14	1059	7981	1	12.5	2024-08-21 00:00:00
1421	15	1054	6176	1	340	2024-04-12 00:00:00
1422	16	1086	5238	4	50	2024-09-02 00:00:00
1423	20	1012	8261	2	60	2024-06-21 00:00:00
1424	1	1064	5662	1	900	2024-05-15 00:00:00
1425	10	1006	6109	50	625	2024-09-23 00:00:00
1426	8	1053	8092	1	340	2024-12-23 00:00:00
1427	18	1016	5693	1	12.5	2024-06-04 00:00:00
1428	1	1090	8390	2	1800	2024-08-11 00:00:00
1429	2	1005	6181	4	50	2024-04-07 00:00:00
1430	1	1073	8018	1	12.5	2024-02-18 00:00:00
1431	1	1046	8011	3	525	2024-05-29 00:00:00
1432	9	1014	6504	2	25	2024-03-01 00:00:00
1433	13	1044	6902	2	680	2024-08-30 00:00:00
1434	1	1063	5075	4	1360	2024-11-18 00:00:00
1435	13	1094	5328	1		2024-06-21 00:00:00
1436	20	1052	6439	1	175	2024-12-01 00:00:00
1437	7	1026	8274	2	350	2024-02-10 00:00:00
1438	2	1053	6252	2	680	2024-04-03 00:00:00
1439	6	1029	7199	3	525	2024-05-26 00:00:00
1440	7	1019	8846	1	900	2024-10-26 00:00:00
1441	14	1047	5071	3	37.5	2024-01-26 00:00:00
1442	18	1008	5224	1	340	2024-05-23 00:00:00
1443	15	1023	7520	1	12.5	2024-05-13 00:00:00
1444	2	1035	8968	3	90	2024-02-06 00:00:00
1445	10	1095	8714	2	350	2024-07-24 00:00:00
1446	12	1053	7407	5	1700	2024-05-31 00:00:00
1447	17	1099	7587	0	0	2024-06-16 00:00:00
1448	8	1096	5810	6	5400	2024-07-21 00:00:00
1449	11	1058	7656	1	12.5	2024-06-07 00:00:00
1450	3	1005	8117	2	25	2024-06-27 00:00:00
1451	6	1016	7048	4	50	2024-08-04 00:00:00
1452	9	1017	5677	3	37.5	2024-11-04 00:00:00
1453	6	1032	8316	3	37.5	2024-05-27 00:00:00
1454	9	1096	8290	1	900	2024-06-07 00:00:00
1455	7	1052	8685	2	350	2024-05-23 00:00:00
1456	9	1020	5290	4	50	2024-12-22 00:00:00
1457	18	1066	6481	0	0	2024-03-10 00:00:00
1458	12	1084	7251	2	25	2024-10-25 00:00:00
1459	8	1082	6225	2	350	2024-05-02 00:00:00
1460	8	1001	5565	1	900	2024-09-23 00:00:00
1461	18	1058	7529	1	12.5	2024-04-28 00:00:00
1462	20	1093	6815	4	700	2024-03-05 00:00:00
1463	15	1093	5510	3	525	2024-07-04 00:00:00
1464	7	1083	5923	4	50	2024-06-03 00:00:00
1465	11	1044	7325	2	680	2024-06-17 00:00:00
1466	20	1006	8052	3	37.5	2024-09-05 00:00:00
1467	16	1050	5015	2	25	2024-12-05 00:00:00
1468	4	1072	8596	0	0	2024-12-22 00:00:00
1469	6	1088	7403	3	525	2024-08-10 00:00:00
1470	3	1020	5355	0	0	2024-01-02 00:00:00
1471	9	1014	5829	1	12.5	2024-07-31 00:00:00
1472	10	1005	7646	3	37.5	2024-03-29 00:00:00
1473	14	1041	6101	0	0	2024-01-13 00:00:00
1474	11	1040	7975	1	900	2024-02-05 00:00:00
1475	18	1034	6090	1	340	2024-03-21 00:00:00
1476	12	1080	7906	1	12.5	2024-08-25 00:00:00
1477	12	1045	6746	2	25	2024-07-22 00:00:00
1478	13	1071	5213	3	525	2024-08-01 00:00:00
1479	13	1080	6720	1	12.5	2024-01-15 00:00:00
1480	19	1071	5448	0	0	2024-05-14 00:00:00
1481	19	1027	8012	1	12.5	2024-05-10 00:00:00
1482	14	1078	8504	1	12.5	2024-05-27 00:00:00
1483	4	1078	6568	1	12.5	2024-01-26 00:00:00
1484	13	1044	8186	2	680	2024-02-14 00:00:00
1485	8	1033	7834	1	12.5	2024-01-28 00:00:00
1486	6	1033	8491	3	37.5	2024-12-20 00:00:00
1487	19	1044	7546	0	0	2024-02-14 00:00:00
1488	12	1020	5709	7	87.5	2024-07-06 00:00:00
1489	18	1036	5379	2	680	2024-10-22 00:00:00
1490	6	1007	8214	1	12.5	2024-01-09 00:00:00
1491	18	1032	7787	3	37.5	2024-03-11 00:00:00
1492	19	1067	7679	1	12.5	2024-10-22 00:00:00
1493	5	1039	6888	2	350	2024-09-22 00:00:00
1494	9	1093	6047	0	0	2024-09-09 00:00:00
1495	3	1024	5538	3	2700	2024-10-30 00:00:00
1496	10	1086	7992	2	25	2024-06-21 00:00:00
1497	19	1070	8146	4	120	2024-07-14 00:00:00
1498	3	1088	5752	0	0	2024-08-27 00:00:00
1499	15	1087	5534	3		2024-07-04 00:00:00
1500	1	1054	5672	1	340	2024-05-26 00:00:00
1501	7	1038	6064	2	25	2024-04-29 00:00:00
1502	12	1074	8821	1	340	2024-06-24 00:00:00
1503	17	1080	8822	2	25	2024-01-28 00:00:00
1504	6	1075	5567	3	525	2024-01-22 00:00:00
1505	20	1032	6436	3	37.5	2024-03-26 00:00:00
1506	5	1045	5414	4	50	2024-06-16 00:00:00
1507	4	1061	5448	1	900	2024-10-26 00:00:00
1508	12	1070	5609	2	60	2024-04-11 00:00:00
1509	20	1088	7705	2	350	2024-01-31 00:00:00
1510	18	1097	7001	2	1800	2024-03-31 00:00:00
1511	17	1053	6797	1	340	2024-09-17 00:00:00
1512	19	1051	7483	3	90	2024-07-15 00:00:00
1513	9	1076	8623	2	350	2024-05-06 00:00:00
1514	4	1056	5704	3	1020	2024-12-03 00:00:00
1515	6	1027	7286	1	12.5	2024-04-02 00:00:00
1516	2	1038	6065	0	0	2024-07-12 00:00:00
1517	4	1062	5733	1	12.5	2024-09-26 00:00:00
1518	2	1018	8779	0	0	2024-02-22 00:00:00
1519	15	1064	5799	3	2700	2024-06-05 00:00:00
1520	2	1077	7057	3	525	2024-08-16 00:00:00
1521	4	1030	7794	1	12.5	2024-10-31 00:00:00
1522	6	1049	6860	1	900	2024-06-14 00:00:00
1523	7	1041	8336	1	12.5	2024-04-02 00:00:00
1524	10	1013	8652	1	340	2024-06-05 00:00:00
1525	19	1034	8516	2	680	2024-10-24 00:00:00
1526	19	1100	7186	0	0	2024-04-18 00:00:00
1527	12	1094	6890	1	175	2024-07-24 00:00:00
1528	3	1025	5730	4	3600	2024-10-05 00:00:00
1529	13	1066	5195	1	18000	2024-06-02 00:00:00
1530	18	1100	6097	4	50	2024-12-03 00:00:00
1531	8	1018	6638	1	900	2024-12-10 00:00:00
1532	6	1005	8296	1	12.5	2024-08-15 00:00:00
1533	15	1019	6658	1	900	2024-06-14 00:00:00
1534	1	1042	6125	1	900	2024-10-04 00:00:00
1535	3	1018	5263	1	900	2024-07-28 00:00:00
1536	8	1032	7992	0	0	2024-09-24 00:00:00
1537	4	1021	5919	2	350	2024-03-03 00:00:00
1538	16	1010	5160	0	0	2024-04-21 00:00:00
1539	10	1037	6256	3	37.5	2024-12-05 00:00:00
1540	12	1049	7538	1	900	2024-07-04 00:00:00
1541	14	1086	6810	4	50	2024-04-22 00:00:00
1542	14	1013	5769	1	340	2024-03-14 00:00:00
1543	2	1055	5310	2	350	2024-05-12 00:00:00
1544	5	1017	8722	4	50	2024-04-26 00:00:00
1545	5	1009	5226	0	0	2024-04-08 00:00:00
1546	6	1088	5272	2	350	2024-12-02 00:00:00
1547	13	1044	7985	2	680	2024-11-02 00:00:00
1548	9	1078	5316	1	12.5	2024-10-23 00:00:00
1549	15	1046	6922	3	525	2024-05-29 00:00:00
1550	14	1008	8157	3	1020	2024-01-31 00:00:00
1551	7	1037	7338	2	25	2024-06-05 00:00:00
1552	20	1019	6492	4	3600	2024-07-07 00:00:00
1553	2	1063	7776	1	340	2024-01-16 00:00:00
1554	7	1092	6894	2	350	2024-02-24 00:00:00
1555	6	1046	6601	4	700	2024-05-24 00:00:00
1556	17	1094	6792	1	175	2024-01-18 00:00:00
1557	2	1071	8718	2	350	2024-02-29 00:00:00
1558	3	1026	8475	0	0	2024-10-11 00:00:00
1559	5	1046	6450	0	0	2024-08-20 00:00:00
1560	5	1046	7422	2	350	2024-08-06 00:00:00
1561	1	1075	6925	3	525	2024-04-04 00:00:00
1562	8	1014	5566	0	0	2024-08-02 00:00:00
1563	12	1085	7915	5	62.5	2024-04-15 00:00:00
1564	4	1063	7802	1	340	2024-12-10 00:00:00
1565	13	1072	5251	5	62.5	2024-09-07 00:00:00
1566	15	1003	6556	2	350	2024-04-28 00:00:00
1567	11	1028	7354	5	4500	2024-02-23 00:00:00
1568	10	1029	8501	2	350	2024-12-02 00:00:00
1569	3	1087	5674	2	350	2024-02-14 00:00:00
1570	14	1018	7915	5	4500	2024-04-12 00:00:00
1571	16	1035	7311	0	0	2024-05-10 00:00:00
1572	10	1077	7115	4	700	2024-05-08 00:00:00
1573	10	1076	8178	2	350	2024-07-01 00:00:00
1574	12	1047	8471	4	50	2024-08-21 00:00:00
1575	9	1005	6602	1	12.5	2024-10-27 00:00:00
1576	1	1075	8270	4	700	2024-11-08 00:00:00
1577	5	1059	8263	3	37.5	2024-09-29 00:00:00
1578	20	1075	5513	6	1050	2024-10-11 00:00:00
1579	8	1059	7816	1	12.5	2024-01-18 00:00:00
1580	11	1047	5441	2	25	2024-08-21 00:00:00
1581	12	1095	5000	1	175	2024-04-25 00:00:00
1582	1	1095	7405	1	175	2024-03-30 00:00:00
1583	20	1013	6138	3	1020	2024-03-28 00:00:00
1584	11	1078	5902	3	37.5	2024-04-06 00:00:00
1585	5	1089	6623	1	340	2024-03-16 00:00:00
1586	15	1033	6220	2	25	2024-08-22 00:00:00
1587	5	1097	8675	3	2700	2024-04-16 00:00:00
1588	12	1062	7321	5	62.5	2024-05-22 00:00:00
1589	5	1079	5855	0	0	2024-01-09 00:00:00
1590	17	1016	6017	1	12.5	2024-06-07 00:00:00
1591	17	1044	6183	2	680	2024-04-07 00:00:00
1592	12	1058	7220	5	62.5	2024-02-17 00:00:00
1593	15	1006	8616	2	25	2024-04-11 00:00:00
1594	15	1089	8529	1	340	2024-04-18 00:00:00
1595	6	1015	5584	3	37.5	2024-04-11 00:00:00
1596	12	1004	8504	1	175	2024-05-08 00:00:00
1597	20	1056	7976	50	17000	2024-04-30 00:00:00
1598	18	1064	7528	2	1800	2024-03-03 00:00:00
1599	14	1068	5454	2	680	2024-09-08 00:00:00
1600	2	1094	5195	2	350	2024-02-03 00:00:00
1601	9	1034	7843	1	340	2024-07-11 00:00:00
1602	5	1091	5598	2	25	2024-08-12 00:00:00
1603	20	1095	6332	3	525	2024-09-23 00:00:00
1604	1	1056	6759	4	1360	2024-01-09 00:00:00
1605	3	1032	5555	1	12.5	2024-09-19 00:00:00
1606	6	1009	7895	0	0	2024-02-15 00:00:00
1607	5	1063	6517	3	1020	2024-05-01 00:00:00
1608	6	1072	5438	2	25	2024-12-09 00:00:00
1609	5	1078	7697	1	12.5	2024-06-25 00:00:00
1610	1	1033	8853	1	12.5	2024-09-20 00:00:00
1611	17	1087	5358	0		2024-11-12 00:00:00
1612	19	1021	8107	3	525	2024-06-12 00:00:00
1613	14	1055	6057	4	700	2024-02-14 00:00:00
1614	12	1076	6111	2	350	2024-04-25 00:00:00
1615	10	1057	7705	2	25	2024-08-29 00:00:00
1616	20	1002	7063	2	60	2024-01-19 00:00:00
1617	6	1013	7792	4	1360	2024-11-03 00:00:00
1618	18	1004	5420	3	525	2024-08-08 00:00:00
1619	11	1084	5552	2	25	2024-07-29 00:00:00
1620	2	1050	7814	1	12.5	2024-10-13 00:00:00
1621	18	1048	7840	0	0	2024-02-16 00:00:00
1622	7	1078	6149	1	12.5	2024-09-09 00:00:00
1623	15	1030	6031	2	25	2024-08-08 00:00:00
1624	11	1029	8543	2	350	2024-11-02 00:00:00
1625	18	1008	6491	3	1020	2024-11-06 00:00:00
1626	12	1012	5879	1	30	2024-10-03 00:00:00
1627	6	1041	6885	0	0	2024-01-10 00:00:00
1628	20	1026	5851	1	175	2024-05-11 00:00:00
1629	13	1050	5509	3	37.5	2024-10-30 00:00:00
1630	20	1002	8473	4	120	2024-11-08 00:00:00
1631	16	1055	6859	0	0	2024-05-19 00:00:00
1632	18	1056	8247	3	1020	2024-05-02 00:00:00
1633	10	1014	6763	8	100	2024-05-17 00:00:00
1634	8	1006	5965	1	12.5	2024-03-07 00:00:00
1635	18	1095	6858	1	175	2024-05-15 00:00:00
1636	6	1081	5913	1	6800	2024-11-20 00:00:00
1637	1	1089	6390	1	340	2024-09-02 00:00:00
1638	8	1061	6511	1	900	2024-04-09 00:00:00
1639	6	1096	7065	6	5400	2024-08-27 00:00:00
1640	5	1012	7103	2	60	2024-05-29 00:00:00
1641	15	1013	7966	3	1020	2024-02-04 00:00:00
1642	15	1019	6058	3	2700	2024-05-11 00:00:00
1643	2	1044	7949	5	1700	2024-10-04 00:00:00
1644	1	1089	7677	50	17000	2024-03-02 00:00:00
1645	11	1095	5793	1	175	2024-05-03 00:00:00
1646	10	1059	8837	1	12.5	2024-02-19 00:00:00
1647	18	1037	8796	2	25	2024-07-06 00:00:00
1648	18	1025	6596	2	1800	2024-01-27 00:00:00
1649	17	1016	8671	1	12.5	2024-06-28 00:00:00
1650	8	1038	6806	0	0	2024-02-09 00:00:00
1651	15	1043	5346	0	0	2024-12-27 00:00:00
1652	8	1087	6055	1	175	2024-08-13 00:00:00
1653	17	1014	5907	2	25	2024-01-30 00:00:00
1654	12	1006	6023	0	0	2024-11-03 00:00:00
1655	8	1089	8204	2	680	2024-08-04 00:00:00
1656	14	1023	5575	1	12.5	2024-10-20 00:00:00
1657	4	1060	5198	1	12.5	2024-01-15 00:00:00
1658	1	1012	8327	2	60	2024-11-10 00:00:00
1659	1	1013	6365	3	1020	2024-10-22 00:00:00
1660	19	1100	8738	3	37.5	2024-03-13 00:00:00
1661	16	1098	6998	0	0	2024-05-12 00:00:00
1662	14	1006	6254	4	50	2024-08-01 00:00:00
1663	6	1063	7348	2	680	2024-12-25 00:00:00
1664	16	1038	6016	3	37.5	2024-11-07 00:00:00
1665	5	1050	8618	2	25	2024-11-30 00:00:00
1666	9	1052	5025	3	525	2024-02-04 00:00:00
1667	2	1040	6558	3	2700	2024-01-17 00:00:00
1668	18	1008	8724	0	0	2024-05-26 00:00:00
1669	6	1061	8545	0	0	2024-09-30 00:00:00
1670	9	1008	8458	1	340	2024-11-25 00:00:00
1671	1	1097	8356	3	2700	2024-03-06 00:00:00
1672	9	1034	7497	2	680	2024-06-25 00:00:00
1673	16	1079	7367	3	2700	2024-08-06 00:00:00
1674	13	1100	7203	0	0	2024-03-20 00:00:00
1675	9	1060	5470	4	50	2024-10-14 00:00:00
1676	6	1057	7467	1	12.5	2024-10-08 00:00:00
1677	13	1099	8184	1	12.5	2024-04-05 00:00:00
1678	9	1046	8973	5	875	2024-12-19 00:00:00
1679	11	1022	5650	4	50	2024-08-26 00:00:00
1680	4	1087	8493	0	0	2024-02-22 00:00:00
1681	2	1040	5885	2	1800	2024-07-18 00:00:00
1682	6	1045	5929	3	37.5	2024-08-09 00:00:00
1683	14	1055	6744	1	175	2024-03-09 00:00:00
1684	4	1051	7882	1	30	2024-06-08 00:00:00
1685	6	1086	5875	3	37.5	2024-03-12 00:00:00
1686	19	1005	5941	3	37.5	2024-05-29 00:00:00
1687	6	1095	8041	2	350	2024-12-23 00:00:00
1688	2	1013	8669	0	0	2024-02-16 00:00:00
1689	18	1028	6308	3	2700	2024-09-13 00:00:00
1690	13	1084	5571	0	0	2024-03-15 00:00:00
1691	9	1097	5053	1	900	2024-10-20 00:00:00
1692	19	1080	5604	4	50	2024-07-01 00:00:00
1693	13	1062	5324	2	25	2024-05-13 00:00:00
1694	11	1093	8017	3	525	2024-03-24 00:00:00
1695	1	1087	8529	0	0	2024-09-12 00:00:00
1696	7	1024	5884	1	900	2024-11-13 00:00:00
1697	6	1098	5264	3	2700	2024-09-30 00:00:00
1698	15	1007	5381	1	12.5	2024-12-03 00:00:00
1699	1	1038	6236	0	0	2024-03-11 00:00:00
1700	12	1037	7380	1	12.5	2024-08-05 00:00:00
1701	7	1068	8081	2	680	2024-01-24 00:00:00
1702	15	1098	6381	2	1800	2024-06-30 00:00:00
1703	6	1042	7250	3	2700	2024-09-03 00:00:00
1704	19	1086	8779	3	37.5	2024-12-11 00:00:00
1705	1	1005	7105	3	37.5	2024-12-15 00:00:00
1706	17	1064	6517	3	2700	2024-11-19 00:00:00
1707	17	1050	6533	3	37.5	2024-02-03 00:00:00
1708	3	1087	6791	3	525	2024-08-02 00:00:00
1709	12	1015	8294	3		2024-08-08 00:00:00
1710	6	1095	8440	1	175	2024-11-14 00:00:00
1711	11	1073	8763	2	25	2024-11-24 00:00:00
1712	3	1053	8489	3	1020	2024-10-21 00:00:00
1713	8	1025	8945	0	0	2024-10-19 00:00:00
1714	14	1089	5546	1	340	2024-09-28 00:00:00
1715	14	1085	5870	1	12.5	2024-11-27 00:00:00
1716	10	1009	7150	3	525	2024-05-08 00:00:00
1717	2	1038	8232	2	25	2024-07-11 00:00:00
1718	14	1022	6223	3	37.5	2024-01-19 00:00:00
1719	9	1087	8231	1	175	2024-11-03 00:00:00
1720	3	1049	8766	3	2700	2024-05-05 00:00:00
1721	6	1068	5864	0	0	2024-08-16 00:00:00
1722	8	1093	8207	1	175	2024-05-04 00:00:00
1723	16	1015	6965	1	12.5	2024-08-20 00:00:00
1724	2	1065	5397	1	12.5	2024-10-26 00:00:00
1725	6	1054	6761	1		2024-07-23 00:00:00
1726	6	1030	5391	2	25	2024-09-16 00:00:00
1727	12	1093	8826	0	0	2024-06-21 00:00:00
1728	5	1020	7153	5	62.5	2024-06-09 00:00:00
1729	2	1033	8654	2	25	2024-09-29 00:00:00
1730	16	1100	6612	1	12.5	2024-07-03 00:00:00
1731	5	1086	6077	3	37.5	2024-09-16 00:00:00
1732	15	1077	6300	3	525	2024-09-20 00:00:00
1733	12	1007	7158	4	50	2024-08-09 00:00:00
1734	4	1008	7271	1	340	2024-04-25 00:00:00
1735	15	1028	7122	4	3600	2024-06-13 00:00:00
1736	11	1045	7553	2	25	2024-04-21 00:00:00
1737	16	1073	8085	1	12.5	2024-12-17 00:00:00
1738	6	1089	7817	3	1020	2024-12-10 00:00:00
1739	14	1080	7529	6	75	2024-10-23 00:00:00
1740	18	1074	8260	4	1360	2024-07-29 00:00:00
1741	12	1011	5363	2	25	2024-05-31 00:00:00
1742	11	1031	7286	0	0	2024-07-19 00:00:00
1743	13	1012	6424	3	90	2024-04-08 00:00:00
1744	6	1095	5845	2	350	2024-04-05 00:00:00
1745	11	1078	8032	2	25	2024-03-05 00:00:00
1746	16	1051	6327	3	90	2024-05-25 00:00:00
1747	15	1044	8162	1	340	2024-01-24 00:00:00
1748	6	1096	5391	1	900	2024-03-05 00:00:00
1749	15	1050	8255	1	12.5	2024-05-22 00:00:00
1750	4	1017	6040	4	50	2024-08-02 00:00:00
1751	11	1035	8012	1	30	2024-11-02 00:00:00
1752	19	1001	7059	3	2700	2024-01-20 00:00:00
1753	15	1029	8237	4	700	2024-12-15 00:00:00
1754	4	1051	7046	1	30	2024-02-21 00:00:00
1755	6	1064	5145	2	1800	2024-07-23 00:00:00
1756	13	1004	6305	1	175	2024-09-09 00:00:00
1757	19	1087	6572	2	350	2024-11-05 00:00:00
1758	2	1028	8653	1	900	2024-04-30 00:00:00
1759	14	1016	7216	2	25	2024-03-02 00:00:00
1760	4	1063	7894	3	1020	2024-01-11 00:00:00
1761	16	1076	7217	0	0	2024-02-11 00:00:00
1762	6	1053	7032	1	340	2024-09-05 00:00:00
1763	20	1085	5764	0	0	2024-05-13 00:00:00
1764	14	1017	6369	4	50	2024-08-17 00:00:00
1765	15	1040	5498	3	2700	2024-03-29 00:00:00
1766	3	1013	8531	1	340	2024-06-21 00:00:00
1767	8	1052	8368	2	350	2024-06-15 00:00:00
1768	16	1058	6966	1	12.5	2024-12-25 00:00:00
1769	10	1096	6165	2	1800	2024-04-15 00:00:00
1770	4	1037	7944	6	75	2024-12-28 00:00:00
1771	18	1079	8856	6	5400	2024-02-06 00:00:00
1772	2	1076	6760	2	350	2024-02-09 00:00:00
1773	17	1061	8766	0	0	2024-11-09 00:00:00
1774	13	1079	8804	3	2700	2024-08-12 00:00:00
1775	4	1034	8124	2	680	2024-12-29 00:00:00
1776	11	1070	5117	0	0	2024-06-16 00:00:00
1777	7	1017	5364	2	25	2024-07-20 00:00:00
1778	12	1020	8742	2	25	2024-08-02 00:00:00
1779	10	1073	6981	2	25	2024-01-14 00:00:00
1780	7	1059	5135	4	50	2024-07-29 00:00:00
1781	13	1069	8485	4	50	2024-08-09 00:00:00
1782	7	1087	6100	2	350	2024-05-16 00:00:00
1783	17	1033	6871	0	0	2024-03-09 00:00:00
1784	10	1078	7604	2	25	2024-10-21 00:00:00
1785	10	1017	5017	0	0	2024-02-14 00:00:00
1786	4	1057	6890	3	37.5	2024-07-07 00:00:00
1787	20	1083	7450	2	25	2024-02-19 00:00:00
1788	4	1097	5204	1	900	2024-04-18 00:00:00
1789	7	1001	5498	2	1800	2024-08-11 00:00:00
1790	1	1013	7371	3	1020	2024-12-24 00:00:00
1791	12	1027	5594	3	37.5	2024-06-16 00:00:00
1792	13	1070	5561	3	90	2024-06-04 00:00:00
1793	10	1059	6304	1	12.5	2024-10-18 00:00:00
1794	15	1006	8237	2	25	2024-09-22 00:00:00
1795	13	1097	8314	1	900	2024-11-12 00:00:00
1796	6	1094	8960	2	350	2024-07-14 00:00:00
1797	9	1099	7526	2	25	2024-06-13 00:00:00
1798	9	1023	7211	1	12.5	2024-09-07 00:00:00
1799	15	1010	7371	4	700	2024-08-16 00:00:00
1800	10	1051	8639	1	30	2024-08-06 00:00:00
1801	10	1019	7598	2	1800	2024-01-01 00:00:00
1802	8	1051	7878	0	0	2024-01-21 00:00:00
1803	16	1092	5639	0	0	2024-06-20 00:00:00
1804	17	1087	6926	2	350	2024-04-17 00:00:00
1805	5	1068	7681	0	0	2024-11-30 00:00:00
1806	4	1084	7806	4	50	2024-11-29 00:00:00
1807	18	1083	8769	2	25	2024-12-15 00:00:00
1808	19	1042	7255	0	0	2024-11-03 00:00:00
1809	4	1091	5314	0	0	2024-09-13 00:00:00
1810	7	1057	7351	5	62.5	2024-03-07 00:00:00
1811	10	1098	5900	2	1800	2024-01-11 00:00:00
1812	18	1068	7286	1	340	2024-12-08 00:00:00
1813	19	1038	6750	2	25	2024-12-10 00:00:00
1814	4	1062	5803	1	12.5	2024-11-19 00:00:00
1815	10	1007	8295	2	25	2024-08-19 00:00:00
1816	1	1071	8159	1	175	2024-10-31 00:00:00
1817	18	1050	6560	3	37.5	2024-07-06 00:00:00
1818	5	1052	6452	0	0	2024-01-16 00:00:00
1819	15	1026	6243	0	0	2024-07-30 00:00:00
1820	17	1026	7322	1	175	2024-10-16 00:00:00
1821	3	1019	6670	3	2700	2024-01-24 00:00:00
1822	12	1009	7027	3	525	2024-01-08 00:00:00
1823	2	1061	8001	2	1800	2024-04-28 00:00:00
1824	1	1020	6768	2	25	2024-11-19 00:00:00
1825	6	1050	7000	3	37.5	2024-11-04 00:00:00
1826	17	1080	6089	3	37.5	2024-02-22 00:00:00
1827	16	1081	8663	2	680	2024-06-03 00:00:00
1828	5	1022	6446	1	12.5	2024-09-25 00:00:00
1829	15	1013	7302	1	340	2024-08-01 00:00:00
1830	3	1012	7172	1	30	2024-05-14 00:00:00
1831	7	1010	6169	1	175	2024-03-07 00:00:00
1832	11	1065	5614	0	0	2024-12-29 00:00:00
1833	10	1096	7432	3	2700	2024-11-07 00:00:00
1834	9	1030	7494	2	25	2024-03-22 00:00:00
